review_id,app_id,app_name,platform,author_name,updated,app_version,rating,review_title,review_content,review_store_id,vote_count
728265bf-a988-4f6a-befe-50b532e9277d,357484932,app_357484932,appstore,,,,,,,,
e6798004-f3e1-4786-a034-089608e848ef,357484932,app_357484932,appstore,,,,,,,,
69e94611-59a5-4f70-b25c-1df01cc23aeb,357484932,app_357484932,appstore,,,,,,,,
e0a107e5-acf0-4ac3-b48c-23abc6736dab,357484932,app_357484932,appstore,,,,,,,,
1d49092f-ff28-47c8-8e49-584f479d8781,357484932,app_357484932,appstore,,,,,,,,
0d8b4bdc-4d62-4b2f-896e-46d16489bdbb,357484932,app_357484932,appstore,,,,,,,,
fab8162a-7987-41d9-92fb-aa5890c3e51f,357484932,app_357484932,appstore,,,,,,,,
d546fb1a-6e53-4f8c-9a5f-2dab73dab4f1,357484932,app_357484932,appstore,,,,,,,,
694578d9-ac36-4902-aa5d-f2fd13d9c53e,357484932,app_357484932,appstore,,,,,,,,
861bec1d-aeec-41d5-a18a-b43ddf516c05,357484932,app_357484932,appstore,,,,,,,,
2866be74-eead-4289-b2b9-aefb0b98221d,357484932,app_357484932,appstore,,,,,,,,
b81bef92-7dd3-4dfd-842f-7a7b56577bfd,357484932,app_357484932,appstore,,,,,,,,
9d09b4fa-fb0c-48ce-a0fb-2e5fd9cd0220,357484932,app_357484932,appstore,,,,,,,,
db9a8610-45ac-4c31-b177-e51fcaa6624b,357484932,app_357484932,appstore,,,,,,,,
119b770c-a601-42d6-930c-c3727f60bf48,357484932,app_357484932,appstore,,,,,,,,
38c86100-f170-46be-aad4-56554217467f,357484932,app_357484932,appstore,,,,,,,,
8687f0a0-ffc3-413c-af52-889898395b5f,357484932,app_357484932,appstore,,,,,,,,
99dca68f-f179-47c5-99d9-3fdf38f0a5df,357484932,app_357484932,appstore,,,,,,,,
082f8c4a-2ba6-4003-89de-6a74ab2e0119,357484932,app_357484932,appstore,,,,,,,,
c36309ae-8c0d-4b90-90e1-5e9cdbec5cf2,357484932,app_357484932,appstore,,,,,,,,
